1회,2회,3회,4회,5회,6회,7회,8회,상영관,상영일자,좌석수
"10:10,  어글리 돌(디지털),  7,000원","12:10,  어벤져스: 엔드게임(디지털),  9,000원","15:45,  어벤져스: 엔드게임(디지털),  10,000원","19:20,  어벤져스: 엔드게임(디지털),  10,000원","22:55,  어벤져스: 엔드게임(디지털),  6,000원",,,,06관,2019-05-07,112
"09:40,  어벤져스: 엔드게임(디지털),  7,000원","13:10,  어벤져스: 엔드게임(디지털),  10,000원","16:45,  어벤져스: 엔드게임(디지털),  10,000원","20:20,  어벤져스: 엔드게임(디지털),  10,000원","23:55,  어벤져스: 엔드게임(디지털),  9,000원",,,,01관,2019-05-08,148
"10:30,  뽀로로 극장판 보물섬 대모험(디지털)","12:20,  뽀로로 극장판 보물섬 대모험(디지털),  9,900원","14:10,  나의 특별한 형제(디지털),  10,000원","16:30,  나의 특별한 형제(디지털),  10,000원","18:55,  나의 특별한 형제(디지털),  10,000원","21:20,  나의 특별한 형제(디지털),  10,000원","23:45,  나의 특별한 형제(디지털),  9,000원",,02관,2019-05-08,104
"10:30,  어벤져스: 엔드게임(디지털),  7,000원","14:00,  어벤져스: 엔드게임(디지털),  10,000원","17:35,  어벤져스: 엔드게임(디지털),  10,000원","21:10,  어벤져스: 엔드게임(디지털),  10,000원",,,,,03관,2019-05-08,115
"10:30,  나의 특별한 형제(디지털),  7,000원","12:55,  나의 특별한 형제(디지털),  5,000원","15:20,  나의 특별한 형제(디지털),  8,000원","17:45,  나의 특별한 형제(디지털),  10,000원","20:10,  나의 특별한 형제(디지털),  10,000원","22:35,  나의 특별한 형제(디지털),  10,000원",,,04관,2019-05-08,94
"09:30,  뽀로로 극장판 보물섬 대모험(디지털)","11:20,  어벤져스: 엔드게임(디지털),  9,000원","14:55,  어벤져스: 엔드게임(디지털),  10,000원","18:30,  어벤져스: 엔드게임(디지털),  10,000원","22:05,  어벤져스: 엔드게임(디지털),  10,000원",,,,05관,2019-05-08,104
"10:10,  어글리 돌(디지털더빙)","12:10,  어벤져스: 엔드게임(디지털),  9,000원","15:45,  어벤져스: 엔드게임(디지털),  10,000원","19:20,  어벤져스: 엔드게임(디지털),  10,000원","22:55,  어벤져스: 엔드게임(디지털),  10,000원",,,,06관,2019-05-08,112
"09:30,  어벤져스: 엔드게임(디지털),  7,500원","13:00,  어벤져스: 엔드게임(디지털),  10,000원","16:30,  어벤져스: 엔드게임(디지털),  10,000원","20:00,  어벤져스: 엔드게임(디지털),  10,000원","23:30,  어벤져스: 엔드게임(디지털),  9,000원",,,,01관,2019-05-09,148
"10:10,  걸캅스(디지털),  7,000원","12:30,  걸캅스(디지털),  9,000원","14:45,  걸캅스(디지털),  10,000원","17:00,  걸캅스(디지털),  10,000원","19:15,  걸캅스(디지털),  10,000원","21:30,  걸캅스(디지털),  10,000원","23:45,  걸캅스(디지털),  9,000원",,02관,2019-05-09,104
"10:00,  뽀로로 극장판 보물섬 대모험(디지털)","11:50,  어벤져스: 엔드게임(디지털),  9,000원","15:20,  어벤져스: 엔드게임(디지털),  7,500원","18:50,  어벤져스: 엔드게임(디지털),  10,000원","22:20,  어벤져스: 엔드게임(디지털),  8,000원",,,,03관,2019-05-09,115
"10:50,  나의 특별한 형제(디지털),  7,000원","13:15,  라플라스의 마녀(디지털),  10,000원","15:40,  나의 특별한 형제(디지털),  10,000원","18:05,  나의 특별한 형제(디지털),  10,000원","20:30,  나의 특별한 형제(디지털),  10,000원","22:55,  나의 특별한 형제(디지털),  10,000원",,,04관,2019-05-09,94
"09:40,  명탐정 피카츄(디지털),  7,000원","11:55,  명탐정 피카츄(디지털더빙),  0원","14:10,  명탐정 피카츄(디지털),  10,000원","16:25,  명탐정 피카츄(디지털),  10,000원","18:40,  명탐정 피카츄(디지털),  10,000원","20:55,  명탐정 피카츄(디지털),  10,000원","23:10,  명탐정 피카츄(디지털),  9,000원",,05관,2019-05-09,104
"10:40,  어벤져스: 엔드게임(디지털),  7,000원","14:10,  어벤져스: 엔드게임(디지털),  10,000원","17:40,  어벤져스: 엔드게임(디지털),  10,000원","21:10,  어벤져스: 엔드게임(디지털),  10,000원",,,,,06관,2019-05-09,112
"09:30,  어벤져스: 엔드게임(디지털),  8,000원","13:00,  어벤져스: 엔드게임(디지털),  12,000원","16:30,  어벤져스: 엔드게임(디지털),  12,000원","20:00,  어벤져스: 엔드게임(디지털),  12,000원","23:30,  어벤져스: 엔드게임(디지털),  10,000원",,,,01관,2019-05-10,148
"10:10,  걸캅스(디지털),  8,000원","12:30,  걸캅스(디지털),  11,000원","14:45,  걸캅스(디지털),  12,000원","17:00,  걸캅스(디지털),  12,000원","19:15,  걸캅스(디지털),  12,000원","21:30,  걸캅스(디지털),  12,000원","23:45,  걸캅스(디지털),  10,000원",,02관,2019-05-10,104
"10:00,  뽀로로 극장판 보물섬 대모험(디지털)","11:50,  어벤져스: 엔드게임(디지털),  11,000원","15:20,  어벤져스: 엔드게임(디지털),  12,000원","18:50,  어벤져스: 엔드게임(디지털),  12,000원","22:20,  어벤져스: 엔드게임(디지털),  12,000원",,,,03관,2019-05-10,115
"10:50,  나의 특별한 형제(디지털),  8,000원","13:15,  라플라스의 마녀(디지털)","15:40,  나의 특별한 형제(디지털),  12,000원","18:05,  나의 특별한 형제(디지털),  12,000원","20:30,  나의 특별한 형제(디지털),  12,000원","22:55,  나의 특별한 형제(디지털),  12,000원",,,04관,2019-05-10,94
"09:40,  명탐정 피카츄(디지털),  8,000원","11:55,  명탐정 피카츄(디지털)","14:10,  명탐정 피카츄(디지털),  12,000원","16:25,  명탐정 피카츄(디지털),  12,000원","18:40,  명탐정 피카츄(디지털),  12,000원","20:55,  명탐정 피카츄(디지털),  10,000원","23:10,  명탐정 피카츄(디지털),  7,000원",,05관,2019-05-10,104
"10:40,  어벤져스: 엔드게임(디지털),  8,000원","14:10,  어벤져스: 엔드게임(디지털),  12,000원","17:40,  어벤져스: 엔드게임(디지털),  12,000원","21:10,  어벤져스: 엔드게임(디지털),  12,000원",,,,,06관,2019-05-10,112
"09:30,  어벤져스: 엔드게임(디지털),  8,000원","13:00,  어벤져스: 엔드게임(디지털),  12,000원","16:30,  어벤져스: 엔드게임(디지털),  12,000원","20:00,  어벤져스: 엔드게임(디지털),  12,000원","23:30,  어벤져스: 엔드게임(디지털),  10,000원",,,,01관,2019-05-11,148
"10:10,  걸캅스(디지털),  8,000원","12:30,  걸캅스(디지털),  11,000원","14:45,  걸캅스(디지털),  12,000원","17:00,  라플라스의 마녀(디지털),  5,480원","19:25,  걸캅스(디지털),  12,000원","21:40,  걸캅스(디지털),  12,000원","23:55,  걸캅스(디지털),  10,000원",,02관,2019-05-11,104
"10:00,  뽀로로 극장판 보물섬 대모험(디지털),  8,000원","11:50,  어벤져스: 엔드게임(디지털),  11,000원","15:20,  어벤져스: 엔드게임(디지털),  12,000원","18:50,  어벤져스: 엔드게임(디지털),  12,000원","22:20,  어벤져스: 엔드게임(디지털),  12,000원",,,,03관,2019-05-11,115
"10:50,  나의 특별한 형제(디지털),  8,000원","13:30,  뽀로로 극장판 보물섬 대모험(디지털),  12,000원","15:40,  나의 특별한 형제(디지털),  12,000원","18:05,  나의 특별한 형제(디지털),  12,000원","20:30,  나의 특별한 형제(디지털),  12,000원","22:55,  나의 특별한 형제(디지털),  12,000원",,,04관,2019-05-11,94
"09:40,  명탐정 피카츄(디지털),  8,000원","11:55,  명탐정 피카츄(디지털더빙),  11,000원","14:10,  명탐정 피카츄(디지털더빙),  12,000원","16:25,  명탐정 피카츄(디지털),  12,000원","18:40,  명탐정 피카츄(디지털),  12,000원","20:55,  명탐정 피카츄(디지털),  12,000원","23:10,  명탐정 피카츄(디지털),  10,000원",,05관,2019-05-11,104
"10:40,  어벤져스: 엔드게임(디지털),  8,000원","14:10,  어벤져스: 엔드게임(디지털),  12,000원","17:40,  어벤져스: 엔드게임(디지털),  12,000원","21:10,  어벤져스: 엔드게임(디지털),  12,000원",,,,,06관,2019-05-11,112
"09:30,  어벤져스: 엔드게임(디지털),  8,000원","13:00,  어벤져스: 엔드게임(디지털),  12,000원","16:30,  어벤져스: 엔드게임(디지털),  12,000원","20:00,  어벤져스: 엔드게임(디지털),  12,000원","23:30,  어벤져스: 엔드게임(디지털),  10,000원",,,,01관,2019-05-12,148
"10:10,  걸캅스(디지털),  9,000원","12:30,  걸캅스(디지털),  11,000원","14:45,  걸캅스(디지털),  12,000원","17:00,  라플라스의 마녀(디지털),  12,000원","19:25,  걸캅스(디지털),  12,000원","21:40,  걸캅스(디지털),  12,000원","23:55,  걸캅스(디지털),  10,000원",,02관,2019-05-12,104
"10:00,  뽀로로 극장판 보물섬 대모험(디지털),  8,000원","11:50,  어벤져스: 엔드게임(디지털),  11,000원","15:20,  어벤져스: 엔드게임(디지털),  12,000원","18:50,  어벤져스: 엔드게임(디지털),  12,000원","22:20,  어벤져스: 엔드게임(디지털),  12,000원",,,,03관,2019-05-12,115
"10:50,  나의 특별한 형제(디지털),  8,000원","13:30,  뽀로로 극장판 보물섬 대모험(디지털),  12,000원","15:40,  나의 특별한 형제(디지털),  12,000원","18:05,  나의 특별한 형제(디지털),  12,000원","20:30,  나의 특별한 형제(디지털),  12,000원","22:55,  나의 특별한 형제(디지털),  12,000원",,,04관,2019-05-12,94
"09:40,  명탐정 피카츄(디지털),  8,000원","11:55,  명탐정 피카츄(디지털더빙),  11,000원","14:10,  명탐정 피카츄(디지털더빙),  12,000원","16:25,  명탐정 피카츄(디지털),  12,000원","18:40,  명탐정 피카츄(디지털),  12,000원","20:55,  명탐정 피카츄(디지털),  12,000원","23:10,  명탐정 피카츄(디지털),  10,000원",,05관,2019-05-12,104
"10:40,  어벤져스: 엔드게임(디지털),  8,000원","14:10,  어벤져스: 엔드게임(디지털),  12,000원","17:40,  어벤져스: 엔드게임(디지털),  10,000원","21:10,  어벤져스: 엔드게임(디지털),  12,000원",,,,,06관,2019-05-12,112
"09:30,  어벤져스: 엔드게임(디지털),  7,000원","13:00,  어벤져스: 엔드게임(디지털),  10,000원","16:30,  어벤져스: 엔드게임(디지털),  10,000원","20:00,  어벤져스: 엔드게임(디지털),  10,000원","23:30,  어벤져스: 엔드게임(디지털),  9,000원",,,,01관,2019-05-13,148
"10:10,  걸캅스(디지털),  7,000원","12:30,  걸캅스(디지털),  9,000원","14:45,  걸캅스(디지털),  10,000원","17:00,  걸캅스(디지털),  10,000원","19:15,  걸캅스(디지털),  10,000원","21:30,  걸캅스(디지털),  10,000원","23:45,  걸캅스(디지털),  9,000원",,02관,2019-05-13,104
"10:00,  뽀로로 극장판 보물섬 대모험(디지털)","11:50,  어벤져스: 엔드게임(디지털),  9,000원","15:20,  어벤져스: 엔드게임(디지털),  10,000원","18:50,  어벤져스: 엔드게임(디지털),  10,000원","22:20,  어벤져스: 엔드게임(디지털),  10,000원",,,,03관,2019-05-13,115
"10:50,  나의 특별한 형제(디지털),  9,000원","13:15,  라플라스의 마녀(디지털)","15:40,  나의 특별한 형제(디지털),  10,000원","18:05,  나의 특별한 형제(디지털),  10,000원","20:30,  나의 특별한 형제(디지털)","22:55,  나의 특별한 형제(디지털),  10,000원",,,04관,2019-05-13,94
"09:40,  명탐정 피카츄(디지털)","11:55,  명탐정 피카츄(디지털),  9,000원","14:10,  명탐정 피카츄(디지털),  10,000원","16:25,  명탐정 피카츄(디지털),  10,000원","18:40,  명탐정 피카츄(디지털),  8,000원","20:55,  명탐정 피카츄(디지털),  10,000원","23:10,  명탐정 피카츄(디지털),  9,000원",,05관,2019-05-13,104
"10:40,  어벤져스: 엔드게임(디지털),  7,000원","14:10,  어벤져스: 엔드게임(디지털),  10,000원","17:40,  어벤져스: 엔드게임(디지털),  10,000원","21:10,  어벤져스: 엔드게임(디지털),  10,000원",,,,,06관,2019-05-13,112
"09:30,  어벤져스: 엔드게임(디지털),  7,000원","13:00,  어벤져스: 엔드게임(디지털),  10,000원","16:30,  어벤져스: 엔드게임(디지털),  7,000원","20:00,  어벤져스: 엔드게임(디지털),  10,000원","23:30,  어벤져스: 엔드게임(디지털),  9,000원",,,,01관,2019-05-14,148
"10:10,  걸캅스(디지털),  7,000원","12:30,  걸캅스(디지털),  9,000원","14:45,  걸캅스(디지털),  10,000원","17:00,  걸캅스(디지털),  10,000원","19:15,  걸캅스(디지털),  10,000원","21:30,  걸캅스(디지털),  10,000원","23:45,  걸캅스(디지털),  9,000원",,02관,2019-05-14,104
"10:00,  뽀로로 극장판 보물섬 대모험(디지털)","11:50,  어벤져스: 엔드게임(디지털),  9,000원","15:20,  어벤져스: 엔드게임(디지털),  10,000원","18:50,  어벤져스: 엔드게임(디지털),  10,000원","22:20,  어벤져스: 엔드게임(디지털),  10,000원",,,,03관,2019-05-14,115
"10:50,  나의 특별한 형제(디지털),  7,000원","13:15,  나의 특별한 형제(디지털),  10,000원","15:40,  나의 특별한 형제(디지털),  10,000원","18:05,  나의 특별한 형제(디지털),  10,000원","20:30,  나의 특별한 형제(디지털),  10,000원","22:55,  나의 특별한 형제(디지털),  10,000원",,,04관,2019-05-14,94
"09:40,  명탐정 피카츄(디지털),  7,000원","11:55,  명탐정 피카츄(디지털),  8,000원","14:10,  명탐정 피카츄(디지털),  10,000원","16:25,  명탐정 피카츄(디지털),  9,000원","18:40,  명탐정 피카츄(디지털),  8,000원","20:55,  명탐정 피카츄(디지털),  9,000원","23:10,  명탐정 피카츄(디지털),  9,000원",,05관,2019-05-14,104
"10:40,  어벤져스: 엔드게임(디지털),  7,000원","14:10,  어벤져스: 엔드게임(디지털),  10,000원","17:40,  어벤져스: 엔드게임(디지털),  10,000원","21:10,  어벤져스: 엔드게임(디지털),  10,000원",,,,,06관,2019-05-14,112
"10:00,  악인전(디지털),  7,000원","12:20,  악인전(디지털),  9,000원","14:40,  악인전(디지털),  10,000원","17:00,  악인전(디지털),  10,000원","19:20,  악인전(디지털),  10,000원","21:40,  악인전(디지털),  10,000원","24:00,  악인전(디지털),  9,000원",,01관,2019-05-15,148
"09:30,  어벤져스: 엔드게임(디지털),  7,000원","13:00,  어벤져스: 엔드게임(디지털),  10,000원","16:30,  어벤져스: 엔드게임(디지털),  10,000원","20:00,  어벤져스: 엔드게임(디지털),  10,000원","23:30,  어벤져스: 엔드게임(디지털),  9,000원",,,,02관,2019-05-15,104
"10:50,  배심원들(디지털),  7,000원","13:15,  배심원들(디지털),  7,000원","15:40,  배심원들(디지털),  10,000원","18:05,  배심원들(디지털),  10,000원","20:30,  배심원들(디지털),  10,000원","22:55,  배심원들(디지털),  10,000원",,,03관,2019-05-15,115
"10:20,  나의 특별한 형제(디지털),  7,000원","12:45,  명탐정 피카츄(디지털),  9,000원","15:00,  나의 특별한 형제(디지털),  10,000원","17:25,  명탐정 피카츄(디지털),  10,000원","19:40,  나의 특별한 형제(디지털),  10,000원","22:05,  명탐정 피카츄(디지털),  10,000원",,,04관,2019-05-15,94
"09:30,  뽀로로 극장판 보물섬 대모험(디지털),  5,000원","11:15,  어벤져스: 엔드게임(디지털),  9,000원","14:45,  어벤져스: 엔드게임(디지털),  10,000원","18:15,  어벤져스: 엔드게임(디지털),  10,000원","21:45,  어벤져스: 엔드게임(디지털),  10,000원",,,,05관,2019-05-15,104
"09:40,  걸캅스(디지털),  7,000원","11:55,  걸캅스(디지털),  9,000원","14:10,  걸캅스(디지털),  10,000원","16:25,  걸캅스(디지털),  10,000원","18:40,  걸캅스(디지털),  10,000원","20:55,  걸캅스(디지털),  10,000원","23:10,  걸캅스(디지털),  9,000원",,06관,2019-05-15,112
