순위,영화명,개봉일,스크린수,스크린점유율,매출액,누적매출액,관객수,누적관객수
19,불온한 당신,2017-07-20,1,0.0%,337000,2990200,49,541
19,양치기들,2016-06-02,1,0.0%,660000,4869900,60,598
19,소꿉놀이,2016-02-25,1,0.0%,600000,15212500,100,2027
19,무서운 이야기 3 : 화성에서 온 소녀,2016-06-01,1,0.0%,2740000,3120000,274,317
19,동주,2016-02-17,1,0.0%,18000,8857265089,2,1167483
19,귀향,2016-02-24,1,0.0%,861000,27243798990,123,3586129
1,곡성,2016-05-12,1396,55.6%,4833266903,33103285386,568317,4060992
2,계춘할망,2016-05-19,526,21.0%,529505824,1164492848,66163,149865
3,탐정 홍길동: 사라진 마을,2016-05-04,375,14.9%,279803400,10911426045,34193,1352579
4,극장판 안녕 자두야,2016-05-04,105,4.2%,32276200,2064751100,4206,270454
5,드롭박스,2016-05-19,17,0.7%,1364000,3227000,171,416
6,초인,2016-05-05,16,0.6%,2266500,34425300,294,4496
7,엽기적인 그녀 2,2016-05-12,13,0.5%,1758000,557019400,282,71785
8,다이노X 탐험대,2016-05-04,12,0.5%,7168500,639210400,1027,82774
9,특별수사: 사형수의 편지,2016-06-16,10,0.4%,18594000,49321000,2066,6106
10,4등,2016-04-13,7,0.3%,592500,260989000,70,34953
11,사돈의 팔촌,2016-05-12,5,0.2%,702000,6169200,108,838
12,위대한 소원,2016-04-21,4,0.2%,200000,2435638213,40,307822
13,눈이라도 내렸으면,2016-05-12,3,0.1%,41000,4700000,5,647
13,철원기행,2016-04-21,3,0.1%,70000,24852100,14,3513
13,짐작보다 따뜻하게,2016-05-19,3,0.1%,49000,3008000,7,391
16,배짱이들,2016-05-12,2,0.1%,18000,1073600,3,144
16,귀향,2016-02-24,2,0.1%,998000,27244796990,150,3586279
16,일사각오,2016-03-17,2,0.1%,828000,662991000,132,91460
16,동주,2016-02-17,2,0.1%,702000,8857967089,99,1167582
20,펑정지에는 펑정지에다,2016-05-12,1,0.0%,257000,1159000,34,157
20,한여름의 판타지아,2015-06-11,1,0.0%,1000,283138558,1,36502
20,채식주의자,2010-02-18,1,0.0%,498500,25644500,59,3438
20,업사이드 다운,2016-04-14,1,0.0%,63000,27084000,8,3941
20,불온한 당신,2017-07-20,1,0.0%,216000,3206200,31,572
20,BISFF HONOR 2,,1,0.0%,0,0,0,0
1,곡성,2016-05-12,1380,55.2%,4150516320,37253801706,487706,4548698
2,계춘할망,2016-05-19,524,21.0%,503450300,1667943148,62830,212695
3,탐정 홍길동: 사라진 마을,2016-05-04,372,14.9%,254610100,11166036145,30856,1383435
4,극장판 안녕 자두야,2016-05-04,110,4.4%,39835100,2104586200,5205,275659
5,특별수사: 사형수의 편지,2016-06-16,25,1.0%,49519000,98840000,6058,12164
6,엽기적인 그녀 2,2016-05-12,15,0.6%,1541000,558560400,242,72027
7,드롭박스,2016-05-19,14,0.6%,848000,4075000,108,524
7,초인,2016-05-05,14,0.6%,1148200,35573500,148,4644
9,4등,2016-04-13,7,0.3%,467000,261456000,61,35014
10,사돈의 팔촌,2016-05-12,6,0.2%,492000,6661200,73,911
11,다이노X 탐험대,2016-05-04,5,0.2%,356500,639566900,52,82826
12,눈이라도 내렸으면,2016-05-12,4,0.2%,110000,4810000,15,662
12,철원기행,2016-04-21,4,0.2%,112000,24964100,16,3529
12,위대한 소원,2016-04-21,4,0.2%,206000,2435844213,41,307863
15,일사각오,2016-03-17,2,0.1%,331000,663322000,48,91508
15,짐작보다 따뜻하게,2016-05-19,2,0.1%,28000,3036000,4,395
15,블랙스톤,2016-03-28,2,0.1%,15000,1437600,2,242
18,탐욕의 별,2016-04-27,1,0.0%,66000,4362500,11,671
18,동주,2016-02-17,1,0.0%,9000,8857976089,1,1167583
18,독도의 영웅들,2016-02-18,1,0.0%,3000,10930000,1,2383
18,배짱이들,2016-05-12,1,0.0%,9000,1082600,1,145
18,업사이드 다운,2016-04-14,1,0.0%,30000,27114000,4,3945
18,"나의 아들, 나의 어머니",2015-12-17,1,0.0%,2000,30061800,2,4218
18,채식주의자,2010-02-18,1,0.0%,388000,26032500,44,3482
18,BISFF HONOR 2,,1,0.0%,0,0,0,0
18,자유 결혼,1958-10-14,1,0.0%,192000,1751000,96,761
18,내가 버린 남자,1979-05-03,1,0.0%,490000,10909000,245,5432
1,곡성,2016-05-12,1252,56.3%,1083584900,38337386606,141173,4689871
2,계춘할망,2016-05-19,480,21.6%,179986600,1847929748,24821,237516
3,탐정 홍길동: 사라진 마을,2016-05-04,364,16.4%,75784500,11241820645,10054,1393489
4,극장판 안녕 자두야,2016-05-04,27,1.2%,1084000,2105670200,153,275812
5,엽기적인 그녀 2,2016-05-12,17,0.8%,818000,559378400,134,72161
6,드롭박스,2016-05-19,16,0.7%,732500,4807500,100,624
7,초인,2016-05-05,11,0.5%,314000,35887500,42,4686
8,4등,2016-04-13,9,0.4%,1325000,262781000,169,35183
9,사돈의 팔촌,2016-05-12,7,0.3%,159000,6820200,23,934
10,위대한 소원,2016-04-21,4,0.2%,200000,2436044213,40,307903
10,눈이라도 내렸으면,2016-05-12,4,0.2%,114000,4924000,15,677
10,배짱이들,2016-05-12,4,0.2%,71000,1153600,9,154
13,짐작보다 따뜻하게,2016-05-19,3,0.1%,137000,3173000,19,414
13,특별수사: 사형수의 편지,2016-06-16,3,0.1%,6232000,105072000,779,12943
15,타이밍,2015-12-10,2,0.1%,16000,290756300,2,38538
15,블랙스톤,2016-03-28,2,0.1%,12000,1449600,2,244
15,동주,2016-02-17,2,0.1%,2473000,8860449089,321,1167904
18,탐욕의 별,2016-04-27,1,0.0%,14000,4376500,2,673
18,자매의 화원,,1,0.0%,346000,914000,173,457
18,일사각오,2016-03-17,1,0.0%,212000,663534000,51,91559
18,독도의 영웅들,2016-02-18,1,0.0%,3000,10933000,1,2384
18,양치기들,2016-06-02,1,0.0%,1840000,6709900,230,828
18,업사이드 다운,2016-04-14,1,0.0%,32000,27146000,4,3949
18,대배우,2016-03-30,1,0.0%,9000,1245426228,3,169855
18,해어화,2016-04-13,1,0.0%,1456000,3762621759,208,484943
18,철원기행,2016-04-21,1,0.0%,35000,24999100,5,3534
18,달에 부는 바람,2016-05-26,1,0.0%,1260000,1467500,210,247
18,화장,2015-04-09,1,0.0%,17000,1074171100,3,142553
18,애비,2016-05-12,1,0.0%,19000,38000,3,6
18,채식주의자,2010-02-18,1,0.0%,7000,26039500,1,3483
18,고래사냥,1984-03-31,1,0.0%,10000,1041000,1,188
18,내가 버린 남자,1979-05-03,1,0.0%,336000,11245000,168,5600
18,자유 결혼,1958-10-14,1,0.0%,130000,1881000,65,826
18,극장판 프랭키와 친구들: 생명의 나무,2016-04-13,1,0.0%,37000,366402100,4,48746
1,곡성,2016-05-12,1249,55.3%,1034315300,39371701906,136608,4826479
2,계춘할망,2016-05-19,499,22.1%,206361900,2054291648,29011,266527
3,탐정 홍길동: 사라진 마을,2016-05-04,374,16.6%,76295200,11318115845,10254,1403743
4,극장판 안녕 자두야,2016-05-04,23,1.0%,1112500,2106782700,195,276007
5,엽기적인 그녀 2,2016-05-12,21,0.9%,1353500,560731900,215,72376
6,초인,2016-05-05,15,0.7%,255500,36143000,38,4724
7,드롭박스,2016-05-19,13,0.6%,430000,5237500,59,683
8,4등,2016-04-13,7,0.3%,3371000,266152000,425,35608
9,특별수사: 사형수의 편지,2016-06-16,6,0.3%,15634000,120706000,1818,14761
10,짐작보다 따뜻하게,2016-05-19,5,0.2%,166000,3339000,24,438
10,사돈의 팔촌,2016-05-12,5,0.2%,42000,6862200,6,940
12,배짱이들,2016-05-12,4,0.2%,46000,1199600,8,162
13,눈이라도 내렸으면,2016-05-12,3,0.1%,29000,4953000,4,681
13,타이밍,2015-12-10,3,0.1%,26000,290782300,5,38543
15,블랙스톤,2016-03-28,2,0.1%,51000,1500600,10,254
15,무서운 이야기 3 : 화성에서 온 소녀,2016-06-01,2,0.1%,4416000,7536000,552,869
15,해어화,2016-04-13,2,0.1%,315000,3762936759,63,485006
15,철원기행,2016-04-21,2,0.1%,270000,25269100,32,3566
15,일사각오,2016-03-17,2,0.1%,293000,663827000,61,91620
15,위대한 소원,2016-04-21,2,0.1%,1976000,2438020213,247,308150
21,"5월 단편 상상극장-어느 날, 학교에서",,1,0.0%,88000,336000,11,42
21,자매의 화원,,1,0.0%,156000,1070000,78,535
21,다이노X 탐험대,2016-05-04,1,0.0%,54000,639620900,6,82832
21,극장판 프랭키와 친구들: 생명의 나무,2016-04-13,1,0.0%,31000,366433100,4,48750
21,아빠가 돌아왔다,2016-05-19,1,0.0%,14000,1450000,2,220
21,펑정지에는 펑정지에다,2016-05-12,1,0.0%,0,1159000,0,157
21,서울야행,2016-05-05,1,0.0%,7000,214000,1,32
21,동주,2016-02-17,1,0.0%,42000,8860491089,5,1167909
21,뽀로로 극장판 컴퓨터 왕국 대모험,2015-12-10,1,0.0%,245000,3290582700,49,445014
21,극장판 꼬마버스 타요의 에이스 구출작전,2016-01-21,1,0.0%,120000,895744500,24,133559
21,잡식가족의 딜레마,2015-05-07,1,0.0%,48000,45778800,7,6684
21,개를 훔치는 완벽한 방법,2014-12-31,1,0.0%,0,2328284965,0,306192
21,채식주의자,2010-02-18,1,0.0%,21000,26060500,3,3486
21,투캅스,1993-12-18,1,0.0%,10000,25000,2,5
21,내가 버린 남자,1979-05-03,1,0.0%,248000,11493000,124,5724
21,착한 여비서의 목적,2016-05-20,1,0.0%,5000,2884000,1,560
21,자유 결혼,1958-10-14,1,0.0%,124000,2005000,62,888
21,탐욕의 별,2016-04-27,1,0.0%,64000,4440500,8,681
1,곡성,2016-05-12,923,56.2%,824797000,40196498906,136529,4963008
2,계춘할망,2016-05-19,457,27.8%,125907000,2180198648,21438,287965
3,탐정 홍길동: 사라진 마을,2016-05-04,136,8.3%,24406200,11342522045,4038,1407781
4,맛있는 영화,2016-05-25,20,1.2%,1202000,1202000,230,230
5,초인,2016-05-05,15,0.9%,1107500,37250500,164,4888
6,드롭박스,2016-05-19,13,0.8%,816500,6054000,115,798
7,극장판 안녕 자두야,2016-05-04,11,0.7%,923000,2107705700,195,276202
8,엽기적인 그녀 2,2016-05-12,7,0.4%,221000,560952900,44,72420
8,4등,2016-04-13,7,0.4%,158000,266310000,25,35633
10,아가씨,2016-06-01,6,0.4%,10629000,10629000,1549,1549
11,짐작보다 따뜻하게,2016-05-19,5,0.3%,70000,3409000,9,447
12,철원기행,2016-04-21,4,0.2%,46500,25315600,9,3575
12,사돈의 팔촌,2016-05-12,4,0.2%,172500,7034700,33,973
12,특별수사: 사형수의 편지,2016-06-16,4,0.2%,11006000,131712000,1117,15878
15,해어화,2016-04-13,3,0.2%,1556000,3764492759,228,485234
15,눈이라도 내렸으면,2016-05-12,3,0.2%,44000,4997000,7,688
17,일사각오,2016-03-17,2,0.1%,228000,664055000,52,91672
17,동주,2016-02-17,2,0.1%,1264000,8861755089,180,1168089
19,자매의 화원,,1,0.1%,324000,1394000,162,697
19,착한 여비서의 목적,2016-05-20,1,0.1%,5000,2889000,1,561
19,고래사냥,1984-03-31,1,0.1%,29000,1070000,6,194
19,채식주의자,2010-02-18,1,0.1%,11000,26071500,2,3488
19,잉투기,2013-11-14,1,0.1%,355000,129954600,71,18111
19,잉여들의 히치하이킹,2013-11-28,1,0.1%,355000,203462600,71,29444
19,타이밍,2015-12-10,1,0.1%,4000,290786300,1,38544
19,시간이탈자,2016-04-13,1,0.1%,0,9731262195,0,1202320
19,지젤 유니버설 발레단,,1,0.1%,0,1164000,0,291
19,업사이드 다운,2016-04-14,1,0.1%,8000,27154000,1,3950
19,배짱이들,2016-05-12,1,0.1%,13000,1212600,2,164
19,블랙스톤,2016-03-28,1,0.1%,54000,1554600,12,266
19,서울야행,2016-05-05,1,0.1%,0,214000,0,32
19,레나,2016-05-26,1,0.1%,1821000,12877000,205,1921
19,위대한 소원,2016-04-21,1,0.1%,1984000,2440004213,248,308398
19,극장판 프랭키와 친구들: 생명의 나무,2016-04-13,1,0.1%,60000,366493100,15,48765
19,다이노X 탐험대,2016-05-04,1,0.1%,162000,639782900,27,82859
19,탐욕의 별,2016-04-27,1,0.1%,21000,4461500,3,684
19,취화선,2002-05-03,1,0.1%,114000,277000,23,54
19,"5월 수요단편극장 '군인' 특별전, 보러 오시지 말입니다!",,1,0.1%,264000,264000,33,33
1,곡성,2016-05-12,897,57.5%,711634100,40908133006,93596,5056604
2,계춘할망,2016-05-19,441,28.3%,103706400,2283905048,14844,302809
3,탐정 홍길동: 사라진 마을,2016-05-04,132,8.5%,17528300,11360050345,2533,1410314
4,엽기적인 그녀 2,2016-05-12,25,1.6%,8008000,568960900,1267,73687
5,레나,2016-05-26,14,0.9%,1926800,14803800,363,2284
6,극장판 안녕 자두야,2016-05-04,10,0.6%,1053000,2108758700,240,276442
7,드롭박스,2016-05-19,6,0.4%,178000,6232000,26,824
8,4등,2016-04-13,5,0.3%,1201000,267511000,177,35810
8,달에 부는 바람,2016-05-26,5,0.3%,94000,1561500,14,261
10,초인,2016-05-05,3,0.2%,479000,37729500,63,4951
11,짐작보다 따뜻하게,2016-05-19,2,0.1%,123000,3532000,19,466
11,눈이라도 내렸으면,2016-05-12,2,0.1%,94000,5091000,15,703
11,일사각오,2016-03-17,2,0.1%,672000,664727000,168,91840
14,엄딸,2016-05-26,1,0.1%,5000,5000,1,1
14,배짱이들,2016-05-12,1,0.1%,0,1212600,0,164
14,블랙스톤,2016-03-28,1,0.1%,6000,1560600,1,267
14,할머니의 먼 집,2016-09-29,1,0.1%,15000,1464000,3,259
14,서울야행,2016-05-05,1,0.1%,7000,221000,1,33
14,나는 쓰레기다,2016-05-12,1,0.1%,7000,14000,1,2
14,사돈의 팔촌,2016-05-12,1,0.1%,5000,7039700,1,974
14,극장판 프랭키와 친구들: 생명의 나무,2016-04-13,1,0.1%,120000,366613100,24,48789
14,맛있는 영화,2016-05-25,1,0.1%,5000,1207000,1,231
14,채식주의자,2010-02-18,1,0.1%,56000,26127500,9,3497
14,타이밍,2015-12-10,1,0.1%,12000,290798300,2,38546
14,해어화,2016-04-13,1,0.1%,0,3764492759,0,485234
14,검사외전,2016-02-03,1,0.1%,205000,77319445264,41,9707158
14,로맨스가 필요해,,1,0.1%,15000,15000,3,3
14,극장판 꼬마버스 타요의 에이스 구출작전,2016-01-21,1,0.1%,152000,895896500,30,133589
1,곡성,2016-05-12,907,57.4%,1101384436,42009517442,131400,5188004
2,계춘할망,2016-05-19,436,27.6%,136616900,2420521948,17946,320755
3,탐정 홍길동: 사라진 마을,2016-05-04,126,8.0%,26322700,11386373045,3388,1413702
4,엽기적인 그녀 2,2016-05-12,16,1.0%,6845000,575805900,861,74548
5,아가씨,2016-06-01,12,0.8%,30445000,41074000,3165,4714
6,레나,2016-05-26,11,0.7%,1999000,16802800,363,2647
6,극장판 안녕 자두야,2016-05-04,11,0.7%,487000,2109245700,70,276512
8,드롭박스,2016-05-19,10,0.6%,518600,6750600,65,889
9,초인,2016-05-05,6,0.4%,1164400,38893900,118,5069
9,4등,2016-04-13,6,0.4%,705000,268216000,132,35942
11,달에 부는 바람,2016-05-26,5,0.3%,104000,1665500,16,277
11,사돈의 팔촌,2016-05-12,5,0.3%,176000,7215700,37,1011
13,일사각오,2016-03-17,2,0.1%,295000,665022000,60,91900
13,짐작보다 따뜻하게,2016-05-19,2,0.1%,45000,3577000,6,472
15,아빠가 죽으면 나는 어떡하지?,,1,0.1%,0,0,0,0
15,블랙스톤,2016-03-28,1,0.1%,5000,1565600,1,268
15,도시를 떠돌다,,1,0.1%,0,1071400,0,198
15,"소년, 달리다",,1,0.1%,30000,819700,5,150
15,그럼에도 불구하고,2017-08-24,1,0.1%,0,170000,0,34
15,양치기들,2016-06-02,1,0.1%,826000,7535900,118,946
15,시린 성장의 노래,,1,0.1%,15000,15000,3,3
15,리얼 버라이어티 쇼,,1,0.1%,54000,54000,9,9
15,개가 있던 자리,,1,0.1%,30000,30000,5,5
15,혼자,2016-11-24,1,0.1%,20000,688000,4,116
15,[인디포럼2016] 신작13 말로는 힘들어,,1,0.1%,101000,101000,17,17
15,동주,2016-02-17,1,0.1%,365000,8862120089,73,1168162
15,"연애의 발동 : 상해 여자, 부산 남자",2016-06-02,1,0.1%,1440000,1440000,180,180
15,깨어난 침묵,,1,0.1%,126000,126000,21,21
15,소통과 거짓말,2017-11-09,1,0.1%,96000,1054600,16,177
15,불온한 당신,2017-07-20,1,0.1%,15000,3221200,3,575
15,배짱이들,2016-05-12,1,0.1%,12000,1224600,2,166
15,타이밍,2015-12-10,1,0.1%,16000,290814300,2,38548
15,철원기행,2016-04-21,1,0.1%,25000,25340600,5,3580
15,[인디포럼2016] 신작16 방정소년단,,1,0.1%,30000,30000,5,5
15,채식주의자,2010-02-18,1,0.1%,8000,26135500,1,3498
15,서양 골동 양과자점 앤티크,2008-11-13,1,0.1%,80000,7420479500,10,1181332
15,축제,1996-06-06,1,0.1%,29000,195000,3,27
15,[인디포럼2016] 신작03 외침과 속삭임,,1,0.1%,144000,144000,24,24
15,[인디포럼2016] 신작02 다짐의 소리,,1,0.1%,60000,60000,10,10
15,10분,2014-04-24,1,0.1%,0,25876400,0,3424
1,곡성,2016-05-12,914,59.4%,2287144479,44296661921,272905,5460909
2,계춘할망,2016-05-19,389,25.3%,244202600,2664724548,31100,351855
3,탐정 홍길동: 사라진 마을,2016-05-04,116,7.5%,46325600,11432698645,5806,1419508
4,극장판 안녕 자두야,2016-05-04,33,2.1%,8724500,2117970200,1180,277692
5,레나,2016-05-26,13,0.8%,534500,17337300,66,2713
6,드롭박스,2016-05-19,11,0.7%,602000,7352600,79,968
7,4등,2016-04-13,7,0.5%,1458000,269674000,158,36100
7,달에 부는 바람,2016-05-26,7,0.5%,371000,2036500,43,320
9,초인,2016-05-05,6,0.4%,578000,39471900,78,5147
10,일사각오,2016-03-17,3,0.2%,605000,665627000,119,92019
10,엽기적인 그녀 2,2016-05-12,3,0.2%,205000,576010900,24,74572
12,화장,2015-04-09,2,0.1%,20000,1074191100,4,142557
12,타이밍,2015-12-10,2,0.1%,283000,291097300,54,38602
12,짐작보다 따뜻하게,2016-05-19,2,0.1%,142000,3719000,17,489
12,채식주의자,2010-02-18,2,0.1%,140500,26276000,17,3515
12,사돈의 팔촌,2016-05-12,2,0.1%,18000,7233700,3,1014
17,업사이드 다운,2016-04-14,1,0.1%,330000,27484000,55,4005
17,배짱이들,2016-05-12,1,0.1%,23000,1247600,3,169
17,삐라,,1,0.1%,0,0,0,0
17,로맨스가 필요해,,1,0.1%,35000,50000,7,10
17,꿈,,1,0.1%,251000,251000,42,42
17,[인디포럼2016] 신작15 지켜주지 못해 미안해,,1,0.1%,204000,204000,34,34
17,"[인디포럼2016] 신작12 아아, 우주의 비밀",,1,0.1%,162000,162000,27,27
17,[인디포럼2016] 신작09 겹겹의 의도,,1,0.1%,180000,180000,30,30
17,[인디포럼2016] 신작07 다른 나라에서,,1,0.1%,203000,203000,36,36
17,더 배틀 오브 광주,,1,0.1%,66000,570300,11,98
17,[인디포럼2016] 신작04 시선이 닿는 곳,,1,0.1%,291000,291000,49,49
17,철원기행,2016-04-21,1,0.1%,24000,25364600,3,3583
17,청춘유예,,1,0.1%,0,943000,0,179
17,된장,2010-10-21,1,0.1%,120000,334295900,15,45180
17,고래사냥,1984-03-31,1,0.1%,50000,1120000,5,199
17,라디오 스타,2006-09-28,1,0.1%,24000,9860971500,4,1590707
17,투캅스,1993-12-18,1,0.1%,38000,63000,5,10
17,[인디포럼2016] 신작01 아무 것도 아닌게 아니야,,1,0.1%,192000,192000,32,32
17,다이노X 탐험대,2016-05-04,1,0.1%,1295000,641077900,185,83044
17,귀향,2016-02-24,1,0.1%,25000,27244821990,5,3586284
17,눈이라도 내렸으면,2016-05-12,1,0.1%,5000,5096000,1,704
17,[인디포럼2016] 신작06 그 남자 그 여자의 사정,,1,0.1%,971000,971000,164,164
17,동주,2016-02-17,1,0.1%,380000,8862500089,76,1168238
17,할머니의 먼 집,2016-09-29,1,0.1%,5000,1469000,1,260
17,파란입이 달린 얼굴,2018-01-18,1,0.1%,36000,336000,6,56
17,블랙스톤,2016-03-28,1,0.1%,17000,1582600,2,270
17,시린 성장의 노래,,1,0.1%,25000,40000,5,8
17,서울야행,2016-05-05,1,0.1%,28000,249000,4,37
1,곡성,2016-05-12,908,59.3%,1922932500,46219594421,229962,5690871
2,계춘할망,2016-05-19,401,26.2%,246207600,2910932148,31248,383103
3,탐정 홍길동: 사라진 마을,2016-05-04,110,7.2%,35767500,11468466145,4533,1424041
4,극장판 안녕 자두야,2016-05-04,34,2.2%,9617500,2127587700,1298,278990
5,레나,2016-05-26,12,0.8%,756000,18093300,87,2800
6,드롭박스,2016-05-19,10,0.7%,507000,7859600,71,1039
7,4등,2016-04-13,7,0.5%,2094000,271768000,270,36370
8,초인,2016-05-05,5,0.3%,506000,39977900,54,5201
9,달에 부는 바람,2016-05-26,4,0.3%,165000,2201500,24,344
10,배짱이들,2016-05-12,3,0.2%,48000,1295600,6,175
10,짐작보다 따뜻하게,2016-05-19,3,0.2%,81000,3800000,9,498
12,일사각오,2016-03-17,2,0.1%,331000,665958000,62,92081
12,채식주의자,2010-02-18,2,0.1%,183000,26459000,21,3536
12,엽기적인 그녀 2,2016-05-12,2,0.1%,76000,576086900,9,74581
15,델타 보이즈,2017-06-08,1,0.1%,504000,504000,84,84
15,투캅스,1993-12-18,1,0.1%,15000,78000,3,13
15,라디오 스타,2006-09-28,1,0.1%,12000,9860983500,3,1590710
15,개그맨,1989-06-24,1,0.1%,17000,813000,2,143
15,코알라,2013-10-24,1,0.1%,160000,48063000,20,6423
15,화장,2015-04-09,1,0.1%,47000,1074238100,5,142562
15,그라운드의 이방인,2015-03-19,1,0.1%,0,26170000,0,4007
15,철원기행,2016-04-21,1,0.1%,9000,25373600,1,3584
15,타이밍,2015-12-10,1,0.1%,21000,291118300,3,38605
15,내 청춘을 돌려다오,,1,0.1%,0,0,0,0
15,불온한 당신,2017-07-20,1,0.1%,25000,3246200,5,580
15,눈꺼풀,2018-04-12,1,0.1%,102000,1073000,17,163
15,사돈의 팔촌,2016-05-12,1,0.1%,12000,7245700,2,1016
15,나는 쓰레기다,2016-05-12,1,0.1%,28000,42000,4,6
15,소년,,1,0.1%,180000,180000,30,30
15,왕자 호동,,1,0.1%,444000,832000,222,416
15,양치기들,2016-06-02,1,0.1%,777000,8312900,111,1057
15,"청년, 노동에 관한 몇 가지 단상",,1,0.1%,15000,15000,3,3
15,"판타지, 마술적 순간",,1,0.1%,5000,5000,1,1
15,[인디포럼2016] 작심사일특별전,,1,0.1%,209000,209000,36,36
15,[인디포럼2016] 신작17 어떤 사랑의 행로,,1,0.1%,132000,132000,22,22
15,[인디포럼2016] 신작14 어느 날 내게 다가온 너,,1,0.1%,258000,258000,43,43
15,[인디포럼2016] 신작11 망각에 대처하는 우리들의 자세,,1,0.1%,96000,96000,16,16
15,[인디포럼2016] 신작10 상처와 치유의 연대기,,1,0.1%,83000,83000,14,14
15,혼자,2016-11-24,1,0.1%,35000,723000,7,123
15,[인디포럼2016] 신작05 자기만의 방,,1,0.1%,192000,192000,32,32
15,"[인디포럼2016] 신작08 꼼짝마, 죽지마 부활할거야",,1,0.1%,294000,294000,49,49
1,곡성,2016-05-12,861,56.3%,556482700,46776077121,74004,5764875
2,계춘할망,2016-05-19,433,28.3%,104247400,3015179548,14679,397782
3,탐정 홍길동: 사라진 마을,2016-05-04,123,8.1%,13847800,11482313945,1928,1425969
