순번,영화명,감독,제작사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
124,그놈이다,윤준형,상상필름(주),CGV아트하우스,2015.10.28,개봉영화,장편,한국,681,"8,098,811,152","1,046,313","1,801,920,452","223,764",스릴러,15세이상관람가,일반영화
125,염력,연상호,(주)영화사레드피터,(주)넥스트엔터테인먼트월드(NEW),2018.1.31,개봉영화,장편,한국,"1,099","7,484,644,112","990,104","1,855,120,412","238,805",드라마,15세이상관람가,일반영화
126,미쓰 와이프,강효진,(주)영화사아이비젼,메가박스중앙(주)플러스엠,2015.8.13,개봉영화,장편,한국,437,"7,357,162,869","984,265","1,676,810,469","221,861",코미디,15세이상관람가,일반영화
127,"고산자, 대동여지도",강우석,(주)시네마서비스,씨제이이앤엠(주),2016.9.7,개봉영화,장편,한국,765,"7,777,473,258","971,194","1,911,829,638","230,579",사극,전체관람가,일반영화
128,나랏말싸미,조철현,(주)영화사두둥,메가박스중앙(주)플러스엠,2019.7.24,개봉영화,장편,한국,"1,211","7,869,977,823","958,608","1,862,210,553","222,884",사극,전체관람가,일반영화
129,허삼관,하정우,"(주)두타연,(주)판타지오픽쳐스",(주)넥스트엔터테인먼트월드(NEW),2015.1.14,개봉영화,장편,한국,621,"7,405,415,569","955,175","1,879,461,269","232,983",드라마,12세이상관람가,일반영화
130,불한당: 나쁜 놈들의 세상,변성현,"씨제이이앤엠(주),(주)바른손",씨제이이앤엠(주),2017.5.17,개봉영화,장편,한국,860,"7,654,331,125","951,797","2,109,269,425","254,366",범죄,청소년관람불가,일반영화
131,인랑,김지운,(주)루이스 픽쳐스,워너브러더스 코리아(주),2018.7.25,개봉영화,장편,한국,"1,085","6,994,748,173","897,548","1,768,239,473","216,427",SF,15세이상관람가,일반영화
132,극장판 헬로카봇 : 백악기 시대,"최신규,김진철",(주)초이락컨텐츠팩토리,(주)넥스트엔터테인먼트월드(NEW),2018.8.1,개봉영화,장편,한국,758,"6,542,619,500","874,967","1,092,117,400","140,632",애니메이션,전체관람가,일반영화
133,살인의뢰,손용호,(주)미인픽쳐스,씨네그루(주)다우기술,2015.3.12,개봉영화,장편,한국,646,"6,986,456,737","855,980","1,716,336,937","201,830",범죄,청소년관람불가,일반영화
134,좋아해줘,박현진,"리양필름(주),(주)제이케이필름",씨제이이앤엠(주),2016.2.17,개봉영화,장편,한국,637,"6,572,774,337","848,148","1,904,246,337","234,990",멜로/로맨스,12세이상관람가,일반영화
135,대립군,정윤철,"리얼라이즈픽쳐스(주),이십세기폭스 인터내셔널 프로덕션,(주)베르디미디어,(주)블러썸픽쳐스",이십세기폭스코리아(주),2017.5.31,개봉영화,장편,한국,809,"6,276,963,402","837,500","1,505,100,202","190,990",드라마,15세이상관람가,일반영화
136,손님,김광태,(주)유비유필름,씨제이이앤엠(주),2015.7.9,개봉영화,장편,한국,634,"6,385,295,880","827,918","1,717,964,980","213,174",판타지,15세이상관람가,일반영화
137,뽀로로 극장판 공룡섬 대모험,"김현호,윤제완",(주)오콘,(주)넥스트엔터테인먼트월드(NEW),2017.12.7,개봉영화,장편,한국,803,"6,203,897,300","824,079","1,093,529,800","137,767",애니메이션,전체관람가,일반영화
138,레드슈즈,홍성호,(주)싸이더스,(주)넥스트엔터테인먼트월드(NEW),2019.7.25,개봉영화,장편,한국,717,"6,098,956,190","816,906","1,380,911,550","201,881",애니메이션,전체관람가,일반영화
139,상류사회,변혁,(주)하이브미디어코프,롯데컬처웍스(주)롯데엔터테인먼트,2018.8.29,개봉영화,장편,한국,867,"6,313,416,163","768,442","1,519,155,763","181,389",드라마,청소년관람불가,일반영화
140,뽀로로 극장판 보물섬 대모험,"김현호,윤창섭",(주)오콘,(주)넥스트엔터테인먼트월드(NEW),2019.4.25,개봉영화,장편,한국,736,"5,886,268,900","766,758","1,016,498,870","126,872",애니메이션,전체관람가,일반영화
141,레슬러,김대웅,(주)안나푸르나필름,롯데쇼핑㈜롯데엔터테인먼트,2018.5.9,개봉영화,장편,한국,957,"6,440,492,657","765,963","1,392,248,057","159,549",드라마,15세이상관람가,일반영화
142,스플릿,최국희,오퍼스픽쳐스(유),오퍼스픽쳐스(유),2016.11.9,개봉영화,장편,한국,702,"6,097,721,539","757,430","1,497,661,939","177,946",드라마,15세이상관람가,일반영화
143,물괴,허종호,(주)태원엔터테인먼트,"롯데컬처웍스(주)롯데엔터테인먼트,씨네그루(주)키다리이엔티",2018.9.12,개봉영화,장편,한국,"1,183","6,104,164,954","723,414","1,317,227,754","149,475",액션,15세이상관람가,일반영화
144,미쓰백,이지원,영화사 배,(주)리틀빅픽쳐스,2018.10.11,개봉영화,장편,한국,638,"6,027,243,066","720,558","1,575,923,166","184,908",드라마,15세이상관람가,일반영화
145,국가대표 2,김종현,케이엠컬쳐㈜,메가박스중앙(주)플러스엠,2016.8.10,개봉영화,장편,한국,562,"5,424,324,942","703,024","1,319,827,542","166,219",드라마,12세이상관람가,일반영화
146,신비아파트: 금빛 도깨비와 비밀의 동굴,김병갑,"씨제이이앤엠(주),(주)칵테일 미디어",씨제이이앤엠(주),2018.7.25,개봉영화,장편,한국,762,"5,001,247,250","678,091","699,258,600","91,723",애니메이션,전체관람가,일반영화
147,열정같은소리하고있네,정기훈,반짝반짝영화사(주),(주)넥스트엔터테인먼트월드(NEW),2015.11.25,개봉영화,장편,한국,566,"4,761,399,902","654,407","1,351,744,002","177,071",드라마,15세이상관람가,일반영화
148,그날의 분위기,조규장,영화사 문(주),(주)쇼박스,2016.1.14,개봉영화,장편,한국,592,"5,142,899,612","652,453","1,404,786,825","171,304",멜로/로맨스,15세이상관람가,일반영화
149,아빠는 딸,김형협,영화사김치(주),메가박스중앙(주)플러스엠,2017.4.12,개봉영화,장편,한국,520,"5,047,634,395","646,412","1,154,175,195","141,570",코미디,12세이상관람가,일반영화
150,사냥,이우철,(주)빅스톤픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2016.6.29,개봉영화,장편,한국,696,"4,912,658,515","645,922","1,275,511,815","162,472",액션,15세이상관람가,일반영화
151,광대들: 풍문조작단,김주호,(주)영화사심플렉스,워너브러더스 코리아(주),2019.8.21,개봉영화,장편,한국,806,"5,226,776,088","637,021","1,097,148,968","129,821",사극,12세이상관람가,일반영화
152,널 기다리며,모홍진,"(주)영화사수작,모티브픽쳐스(주),(주)디씨지플러스",(주)넥스트엔터테인먼트월드(NEW),2016.3.10,개봉영화,장편,한국,551,"5,232,611,336","634,953","1,188,915,987","138,898",스릴러,청소년관람불가,일반영화
153,조선마술사,김대승,위더스필름(주),롯데쇼핑㈜롯데엔터테인먼트,2015.12.30,개봉영화,장편,한국,608,"4,650,016,527","628,576","1,107,370,838","144,953",드라마,12세이상관람가,일반영화
154,특종: 량첸살인기,노덕,"(주)우주필름,(주)뱅가드스튜디오",롯데쇼핑㈜롯데엔터테인먼트,2015.10.22,개봉영화,장편,한국,776,"4,754,763,118","616,481","1,319,649,718","165,767",스릴러,15세이상관람가,일반영화
155,서부전선,천성일,(주)하리마오픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2015.9.24,개봉영화,장편,한국,509,"4,751,661,400","609,063","1,045,890,400","128,610",전쟁,12세이상관람가,일반영화
156,극장판 헬로카봇: 옴파로스 섬의 비밀,"최신규,김진철",(주)초이락컨텐츠팩토리,(주)넥스트엔터테인먼트월드(NEW),2019.1.31,개봉영화,장편,한국,752,"4,485,905,140","575,353","724,293,890","88,888",애니메이션,전체관람가,일반영화
157,점박이 한반도의 공룡2 : 새로운 낙원,한상호,(주)드림써치C&C,(주)넥스트엔터테인먼트월드(NEW),2018.12.25,개봉영화,장편,한국,672,"4,293,073,300","550,059","692,247,500","85,793",애니메이션,전체관람가,일반영화
158,"그날, 바다",김지영,프로젝트 부,(주)엣나인필름,2018.4.12,개봉영화,장편,한국,611,"4,445,554,528","540,558","1,157,399,300","136,574",다큐멘터리,15세이상관람가,독립/예술영화
159,버닝,이창동,"파인하우스필름(주),나우필름(주)",CGV아트하우스,2018.5.17,개봉영화,장편,한국,739,"4,714,345,098","528,153","1,765,445,398","194,098",미스터리,청소년관람불가,일반영화
160,7년의 밤,추창민,"(주)바른손,씨제이이앤엠(주)",씨제이이앤엠(주),2018.3.28,개봉영화,장편,한국,872,"3,969,337,524","528,007","1,046,793,224","133,744",스릴러,15세이상관람가,일반영화
161,헬머니,신한솔,"(주)전망좋은 영화사,TCO(주)더콘텐츠온",(주)넥스트엔터테인먼트월드(NEW),2015.3.5,개봉영화,장편,한국,422,"4,096,141,972","519,983","799,976,772","98,593",코미디,청소년관람불가,일반영화
162,가려진 시간,엄태화,(주)바른손이앤에이,(주)쇼박스,2016.11.16,개봉영화,장편,한국,884,"3,946,462,400","510,878","1,183,297,400","144,193",드라마,12세이상관람가,일반영화
163,침묵,정지우,(주)용필름,씨제이이앤엠(주),2017.11.2,개봉영화,장편,한국,634,"3,873,542,364","487,897","1,140,873,764","139,002",드라마,15세이상관람가,일반영화
164,해어화,박흥식,더램프(주),롯데쇼핑㈜롯데엔터테인먼트,2016.4.13,개봉영화,장편,한국,572,"3,763,852,759","485,083","1,147,859,410","143,843",사극,15세이상관람가,일반영화
165,계춘할망,창,"지오엔터테인먼트,(주)퍼플켓츠필름,(주)빅스토리픽쳐스",(주)콘텐츠 난다긴다,2016.5.19,개봉영화,장편,한국,526,"3,589,317,348","480,987","848,101,748","109,124",가족,15세이상관람가,일반영화
166,"로봇, 소리",이호재,"(주)영화사 좋은날,(주)디씨지플러스",롯데쇼핑㈜롯데엔터테인먼트,2016.1.27,개봉영화,장편,한국,609,"3,519,595,560","476,665","951,166,060","126,118",드라마,12세이상관람가,일반영화
167,변산,이준익,변산문화산업전문(유),메가박스중앙(주)플러스엠,2018.7.4,개봉영화,장편,한국,763,"3,886,052,473","474,137","1,063,654,573","126,389",드라마,15세이상관람가,일반영화
168,위험한 상견례 2,김진영,"(주)전망좋은 영화사,TCO(주)더콘텐츠온,(주)마음에드는영화사","롯데쇼핑㈜롯데엔터테인먼트,(주)마인스 엔터테인먼트",2015.4.29,개봉영화,장편,한국,429,"3,575,384,754","472,693","738,570,754","93,940",멜로/로맨스,15세이상관람가,일반영화
169,리얼,이사랑,(주)코브픽쳐스,씨제이이앤엠(주),2017.6.28,개봉영화,장편,한국,970,"3,357,312,530","470,105","1,117,674,930","152,609",액션,청소년관람불가,일반영화
170,순수의 시대,안상훈,"(주)화인웍스,(주)키메이커",씨제이이앤엠(주),2015.3.5,개봉영화,장편,한국,546,"3,702,353,828","465,492","1,047,948,228","125,716",사극,청소년관람불가,일반영화
171,동네사람들,임진순,(주)데이드림,(주)리틀빅픽쳐스,2018.11.7,개봉영화,장편,한국,731,"3,797,676,112","459,020","709,340,562","82,070",액션,15세이상관람가,일반영화
172,원더풀 고스트,조원희,(주)데이드림엔터테인먼트,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2018.9.26,개봉영화,장편,한국,351,"3,720,931,600","450,374","783,246,100","92,593",코미디,12세이상관람가,일반영화
173,반드시 잡는다,김홍선,"(주)에이디사공육,씨네주 유한회사",(주)넥스트엔터테인먼트월드(NEW),2017.11.29,개봉영화,장편,한국,565,"3,324,033,772","446,379","794,998,472","102,380",스릴러,15세이상관람가,일반영화
174,뽀로로 극장판 컴퓨터 왕국 대모험,박영균,(주)오콘,(주)넥스트엔터테인먼트월드(NEW),2015.12.10,개봉영화,장편,한국,544,"3,290,582,700","445,014","659,878,500","84,092",애니메이션,전체관람가,일반영화
175,원라인,양경모,"(주)미인픽쳐스,(주)곽픽쳐스",(주)넥스트엔터테인먼트월드(NEW),2017.3.29,개봉영화,장편,한국,613,"3,310,122,433","433,825","807,184,333","101,624",범죄,15세이상관람가,일반영화
176,"협녀, 칼의 기억",박흥식,(주)티피에스컴퍼니,롯데쇼핑㈜롯데엔터테인먼트,2015.8.13,개봉영화,장편,한국,572,"3,360,045,489","431,310","999,537,689","123,013",사극,15세이상관람가,일반영화
177,터닝메카드W: 블랙미러의 부활,"홍헌표,김석원",㈜희원엔터테인먼트,씨네그루(주)키다리이엔티,2017.1.18,개봉영화,장편,한국,570,"3,213,263,000","429,569","676,764,500","86,626",애니메이션,전체관람가,독립/예술영화
178,오피스,홍원찬,(주)영화사꽃,(주)리틀빅픽쳐스,2015.9.3,개봉영화,장편,한국,425,"3,354,086,230","428,429","801,709,530","97,876",스릴러,15세이상관람가,일반영화
179,나를 잊지 말아요,이윤정,(주)더블유 팩토리,씨제이이앤엠(주),2016.1.7,개봉영화,장편,한국,559,"3,398,915,000","425,799","980,935,100","117,670",멜로/로맨스,15세이상관람가,일반영화
180,흥부: 글로 세상을 바꾼 자,조근현,"(주)영화사 궁,(주)발렌타인필름",롯데쇼핑㈜롯데엔터테인먼트,2018.2.14,개봉영화,장편,한국,627,"3,381,050,200","416,303","886,785,300","107,570",사극,12세이상관람가,일반영화
181,무뢰한,오승욱,(주)사나이픽처스,CGV아트하우스,2015.5.27,개봉영화,장편,한국,482,"3,262,087,431","414,626","1,116,340,931","136,987",멜로/로맨스,청소년관람불가,일반영화
182,극장판 공룡메카드: 타이니소어의 섬,"최신규,유재운",(주)초이락컨텐츠팩토리,(주)넥스트엔터테인먼트월드(NEW),2019.1.10,개봉영화,장편,한국,763,"3,140,214,420","410,131","535,720,640","66,881",애니메이션,전체관람가,일반영화
183,넛잡 2,캘런 브런커,"(주)레드로버,툰박스 엔터테인먼트",롯데쇼핑㈜롯데엔터테인먼트,2017.10.3,개봉영화,장편,한국,526,"3,038,945,100","407,727","513,530,500","66,475",애니메이션,전체관람가,일반영화
184,내 심장을 쏴라,문제용,(주)주피터필름,"(주)리틀빅픽쳐스,(주)이수C&E",2015.1.28,개봉영화,장편,한국,452,"2,856,859,132","387,409","602,511,932","79,237",드라마,15세이상관람가,일반영화
185,보통사람,김봉한,"(주)트리니티엔터테인먼트,(주)영화사장춘",오퍼스픽쳐스(유),2017.3.23,개봉영화,장편,한국,621,"2,956,397,623","383,336","736,134,723","92,067",드라마,15세이상관람가,일반영화
186,소수의견,김성제,(주)하리마오픽쳐스,(주)시네마서비스,2015.6.24,개봉영화,장편,한국,398,"2,891,431,205","383,332","998,799,305","128,825",드라마,15세이상관람가,일반영화
187,대장 김창수,이원태,"(주)비에이엔터테인먼트,(주)무비스퀘어","씨네그루(주)키다리이엔티,주식회사 키위컴퍼니",2017.10.19,개봉영화,장편,한국,748,"2,871,905,115","380,581","740,794,715","93,920",드라마,12세이상관람가,일반영화
