영화명,개봉n주차,주차관객수
예수보다 낯선,3,85
예수보다 낯선,4,92
예수보다 낯선,5,133
예수보다 낯선,10,20
예수보다 낯선,11,17
예수보다 낯선,12,16
예수보다 낯선,13,16
왓칭,0,956
왓칭,1,1627
왓칭,2,50917
왓칭,3,1378
왓칭,4,290
교회오빠,-3,1076
교회오빠,0,1278
교회오빠,1,1796
교회오빠,2,29154
교회오빠,3,22460
교회오빠,4,14155
교회오빠,5,9081
교회오빠,6,6328
교회오빠,7,4473
교회오빠,8,5699
교회오빠,9,2717
교회오빠,10,2451
교회오빠,11,1737
교회오빠,12,869
교회오빠,13,470
교회오빠,14,637
교회오빠,15,578
교회오빠,16,450
교회오빠,17,176
교회오빠,18,136
교회오빠,19,230
교회오빠,20,611
교회오빠,25,2438
에움길,0,2423
에움길,1,1833
에움길,2,1595
에움길,3,463
에움길,4,104
에움길,5,417
에움길,6,268
에움길,9,229
에움길,10,35
에움길,11,121
막다른 골목의 추억,1,774
막다른 골목의 추억,2,1248
막다른 골목의 추억,3,869
막다른 골목의 추억,4,238
막다른 골목의 추억,5,144
막다른 골목의 추억,6,103
아픈 만큼 사랑한다,1,1755
아픈 만큼 사랑한다,2,5619
아픈 만큼 사랑한다,3,1514
아픈 만큼 사랑한다,4,2375
아픈 만큼 사랑한다,5,1171
아픈 만큼 사랑한다,6,437
아픈 만큼 사랑한다,7,159
아픈 만큼 사랑한다,8,297
아픈 만큼 사랑한다,9,134
아픈 만큼 사랑한다,10,558
아픈 만큼 사랑한다,11,178
아픈 만큼 사랑한다,12,248
아픈 만큼 사랑한다,13,112
아픈 만큼 사랑한다,14,183
아픈 만큼 사랑한다,15,134
아픈 만큼 사랑한다,16,395
아픈 만큼 사랑한다,17,211
아픈 만큼 사랑한다,19,345
아픈 만큼 사랑한다,20,78
아픈 만큼 사랑한다,21,108
아픈 만큼 사랑한다,22,34
아픈 만큼 사랑한다,23,99
크게 될 놈,0,522
크게 될 놈,1,1307
크게 될 놈,2,81331
크게 될 놈,3,10643
크게 될 놈,4,2864
크게 될 놈,5,2314
크게 될 놈,6,319
크게 될 놈,7,494
크게 될 놈,9,1580
노무현과 바보들,1,622
노무현과 바보들,2,16725
노무현과 바보들,3,3036
노무현과 바보들,4,898
노무현과 바보들,5,456
노무현과 바보들,6,1005
노무현과 바보들,11,391
"다시, 봄",1,3542
"다시, 봄",2,21914
"다시, 봄",3,2102
어린 의뢰인,-5,0
어린 의뢰인,-1,7100
어린 의뢰인,0,4356
어린 의뢰인,1,5620
어린 의뢰인,2,158088
어린 의뢰인,3,20587
어린 의뢰인,4,1965
어린 의뢰인,5,1088
어린 의뢰인,6,774
어린 의뢰인,7,2934
어린 의뢰인,16,497
나의 특별한 형제,-2,0
나의 특별한 형제,-1,10965
나의 특별한 형제,0,23468
나의 특별한 형제,1,1910
나의 특별한 형제,2,881676
나의 특별한 형제,3,413727
나의 특별한 형제,4,112580
나의 특별한 형제,5,21145
나의 특별한 형제,6,5115
나의 특별한 형제,7,1948
나의 특별한 형제,8,407
나의 특별한 형제,9,950
나의 특별한 형제,10,188
나의 특별한 형제,12,524
나의 특별한 형제,13,426
나의 특별한 형제,26,2263
나의 특별한 형제,28,215
뽀로로 극장판 보물섬 대모험,-1,0
뽀로로 극장판 보물섬 대모험,0,612
뽀로로 극장판 보물섬 대모험,1,1708
뽀로로 극장판 보물섬 대모험,2,395441
뽀로로 극장판 보물섬 대모험,3,271321
뽀로로 극장판 보물섬 대모험,4,57283
뽀로로 극장판 보물섬 대모험,5,28037
뽀로로 극장판 보물섬 대모험,6,6928
뽀로로 극장판 보물섬 대모험,7,2007
뽀로로 극장판 보물섬 대모험,8,1167
뽀로로 극장판 보물섬 대모험,9,509
뽀로로 극장판 보물섬 대모험,10,195
뽀로로 극장판 보물섬 대모험,11,426
뽀로로 극장판 보물섬 대모험,12,352
뽀로로 극장판 보물섬 대모험,14,207
뽀로로 극장판 보물섬 대모험,16,112
배심원들,0,5488
배심원들,1,21524
배심원들,2,200550
배심원들,3,49426
배심원들,4,6726
배심원들,5,984
배심원들,6,752
배심원들,8,2157
배심원들,13,596
배심원들,20,160
걸캅스,-1,0
걸캅스,0,3926
걸캅스,1,1861
걸캅스,2,800698
걸캅스,3,540506
걸캅스,4,256827
걸캅스,5,18431
걸캅스,6,1365
걸캅스,7,2397
걸캅스,8,1984
걸캅스,12,846
악인전,0,10224
악인전,1,10770
악인전,2,1763714
악인전,3,1166029
악인전,4,367226
악인전,5,33490
악인전,6,7284
악인전,7,1837
악인전,8,1830
악인전,9,983
악인전,17,1073
물의 기억,-1,0
물의 기억,0,925
물의 기억,1,801
물의 기억,2,8627
물의 기억,3,8394
물의 기억,4,163
물의 기억,5,427
기생충,1,9862
기생충,2,4514167
기생충,3,2996743
기생충,4,1123106
기생충,5,659992
기생충,6,359957
기생충,7,176287
기생충,8,119684
기생충,9,60565
기생충,10,33642
기생충,11,16775
기생충,12,6713
기생충,13,2503
기생충,14,918
기생충,15,537
시민 노무현,1,2069
시민 노무현,2,9502
시민 노무현,3,1324
시민 노무현,4,811
시민 노무현,5,242
시민 노무현,6,320
시민 노무현,7,155
시민 노무현,8,27
시민 노무현,9,19
옹알스,-1,0
옹알스,1,989
옹알스,2,1203
옹알스,3,484
옹알스,5,93
0.0MHz,1,2376
0.0MHz,2,118679
0.0MHz,3,13706
0.0MHz,4,2456
노리개: 그녀의 눈물,-2,0
노리개: 그녀의 눈물,1,934
노리개: 그녀의 눈물,2,1829
노리개: 그녀의 눈물,7,521
롱 리브 더 킹: 목포 영웅,-1,4171
롱 리브 더 킹: 목포 영웅,0,5218
롱 리브 더 킹: 목포 영웅,1,7683
롱 리브 더 킹: 목포 영웅,2,787635
롱 리브 더 킹: 목포 영웅,3,247238
롱 리브 더 킹: 목포 영웅,4,32569
롱 리브 더 킹: 목포 영웅,5,6382
롱 리브 더 킹: 목포 영웅,6,2418
진범,1,2440
진범,2,125700
진범,3,36231
비스트,1,4314
비스트,2,188927
비스트,3,6912
비스트,4,1720
비스트,5,72
레드슈즈,-2,182
레드슈즈,1,3306
레드슈즈,2,358959
레드슈즈,3,228771
레드슈즈,4,97078
레드슈즈,5,52437
레드슈즈,6,29722
레드슈즈,7,21637
레드슈즈,8,14655
레드슈즈,9,5256
레드슈즈,11,2551
레드슈즈,13,1731
레드슈즈,15,801
별의 정원,0,609
별의 정원,1,876
별의 정원,2,8345
별의 정원,3,2290
별의 정원,4,789
기방도령,1,19264
기방도령,2,240046
기방도령,3,23043
기방도령,4,1620
기방도령,5,1152
나랏말싸미,0,2170
나랏말싸미,1,17918
나랏말싸미,2,859680
나랏말싸미,3,59799
나랏말싸미,4,8283
나랏말싸미,5,4257
나랏말싸미,6,2127
나랏말싸미,7,979
나랏말싸미,8,590
귀신의 향기,1,0
귀신의 향기,2,638
귀신의 향기,3,77
귀신의 향기,4,29
극장판 샤이닝스타:새로운 루나퀸의 탄생!,0,404
극장판 샤이닝스타:새로운 루나퀸의 탄생!,1,2478
극장판 샤이닝스타:새로운 루나퀸의 탄생!,2,10715
극장판 샤이닝스타:새로운 루나퀸의 탄생!,3,1956
극장판 샤이닝스타:새로운 루나퀸의 탄생!,4,197
극장판 샤이닝스타:새로운 루나퀸의 탄생!,6,26
난폭한 기록,1,371
난폭한 기록,2,5391
난폭한 기록,3,4268
암전,-3,1158
암전,0,1804
암전,1,1476
암전,2,95635
암전,3,1664
암전,4,472
암전,5,140
굿바이 썸머,1,151
굿바이 썸머,2,3961
굿바이 썸머,3,629
굿바이 썸머,4,293
굿바이 썸머,5,93
이타미 준의 바다,-1,0
이타미 준의 바다,0,300
이타미 준의 바다,1,1167
이타미 준의 바다,2,9513
이타미 준의 바다,3,5375
이타미 준의 바다,4,2783
이타미 준의 바다,5,1659
이타미 준의 바다,6,1642
이타미 준의 바다,7,489
이타미 준의 바다,8,158
김복동,0,1982
김복동,1,2608
김복동,2,39123
김복동,3,24035
김복동,4,7547
김복동,5,4758
김복동,6,2241
김복동,7,1266
김복동,8,960
김복동,10,887
김복동,11,85
김복동,12,495
김복동,13,145
엑시트,-1,0
엑시트,0,6584
엑시트,1,32635
엑시트,2,3707702
엑시트,3,2439979
엑시트,4,1556412
엑시트,5,726539
엑시트,6,497532
엑시트,7,288447
엑시트,8,139418
엑시트,9,15572
엑시트,10,2198
엑시트,11,467
엑시트,12,376
엑시트,13,658
엑시트,14,3589
사자,0,2819
사자,1,23202
사자,2,1320650
사자,3,214471
사자,4,45366
사자,8,1569
공포체험단 곤지암편,1,0
공포체험단 곤지암편,2,245
공포체험단 곤지암편,3,1817
공포체험단 곤지암편,4,771
"안녕, 티라노: 영원히, 함께",0,6812
"안녕, 티라노: 영원히, 함께",1,2219
"안녕, 티라노: 영원히, 함께",2,149892
"안녕, 티라노: 영원히, 함께",3,33721
"안녕, 티라노: 영원히, 함께",4,7944
"안녕, 티라노: 영원히, 함께",5,590
"안녕, 티라노: 영원히, 함께",6,371
"안녕, 티라노: 영원히, 함께",7,1049
"안녕, 티라노: 영원히, 함께",8,21
"안녕, 티라노: 영원히, 함께",9,23
"안녕, 티라노: 영원히, 함께",10,27
"안녕, 티라노: 영원히, 함께",11,28
"안녕, 티라노: 영원히, 함께",12,27
봉오동 전투,0,7885
봉오동 전투,1,10518
봉오동 전투,2,2436363
봉오동 전투,3,1665058
봉오동 전투,4,454241
봉오동 전투,5,154529
봉오동 전투,6,45955
봉오동 전투,7,4659
봉오동 전투,8,2565
봉오동 전투,9,1301
캐리tv 러브콘서트 더 무비,0,0
캐리tv 러브콘서트 더 무비,1,598
캐리tv 러브콘서트 더 무비,2,20870
캐리tv 러브콘서트 더 무비,3,6247
캐리tv 러브콘서트 더 무비,4,1453
브링 더 소울 : 더 무비,1,458
브링 더 소울 : 더 무비,2,298636
브링 더 소울 : 더 무비,3,29329
나만 없어 고양이,1,401
나만 없어 고양이,2,3354
나만 없어 고양이,3,915
나만 없어 고양이,4,256
나만 없어 고양이,6,110
우리집,1,1897
우리집,2,22442
우리집,3,11618
우리집,4,8475
우리집,5,4442
우리집,6,2053
우리집,7,947
우리집,8,596
우리집,9,307
우리집,10,445
변신,1,14603
변신,2,925268
변신,3,629803
변신,4,216671
변신,5,12728
변신,6,1644
변신,7,1645
광대들: 풍문조작단,0,4352
광대들: 풍문조작단,1,1090
광대들: 풍문조작단,2,496293
광대들: 풍문조작단,3,110159
광대들: 풍문조작단,4,24222
광대들: 풍문조작단,5,460
유열의 음악앨범,-1,0
유열의 음악앨범,0,2249
유열의 음악앨범,1,17536
유열의 음악앨범,2,777465
유열의 음악앨범,3,374220
유열의 음악앨범,4,61818
유열의 음악앨범,5,9354
유열의 음악앨범,6,2127
유열의 음악앨범,7,483
